adm2_code,adm2_name,entidad,facilities
MX26045,Opodepe,Sonora,3
MX26046,Oquitoa,Sonora,1
MX26047,Pitiquito,Sonora,6
MX26048,Puerto Peñasco,Sonora,15
MX26049,Quiriego,Sonora,4
MX26050,Rayón,Sonora,1
MX26051,Rosario,Sonora,6
MX26052,Sahuaripa,Sonora,5
MX26053,San Felipe de Jesús,Sonora,1
MX26054,San Javier,Sonora,1
MX26055,San Luis Río Colorado,Sonora,35
MX26056,San Miguel de Horcasitas,Sonora,4
MX26057,San Pedro de la Cueva,Sonora,3
MX26058,Santa Ana,Sonora,9
MX26059,Santa Cruz,Sonora,2
MX26060,Sáric,Sonora,2
MX26061,Soyopa,Sonora,5
MX26062,Suaqui Grande,Sonora,1
MX26063,Tepache,Sonora,1
MX26064,Trincheras,Sonora,2
MX26065,Tubutama,Sonora,3
MX26066,Ures,Sonora,7
MX26067,Villa Hidalgo,Sonora,2
MX26068,Villa Pesqueira,Sonora,3
MX26069,Yécora,Sonora,5
MX26070,General Plutarco Elías Calles,Sonora,4
MX26071,Benito Juárez,Sonora,7
MX26072,San Ignacio Río Muerto,Sonora,5
MX27001,Balancán,Tabasco,32
MX27002,Cárdenas,Tabasco,91
MX27003,Centla,Tabasco,45
MX27004,Centro,Tabasco,257
MX27005,Comalcalco,Tabasco,77
MX27006,Cunduacán,Tabasco,50
MX27007,Emiliano Zapata,Tabasco,16
MX27008,Huimanguillo,Tabasco,74
MX27009,Jalapa,Tabasco,14
MX27010,Jalpa de Méndez,Tabasco,35
MX27011,Jonuta,Tabasco,26
MX27012,Macuspana,Tabasco,79
MX27013,Nacajuca,Tabasco,47
MX27014,Paraíso,Tabasco,30
MX27015,Tacotalpa,Tabasco,31
MX27016,Teapa,Tabasco,25
MX27017,Tenosique,Tabasco,34
MX28001,Abasolo,Tamaulipas,10
MX28002,Aldama,Tamaulipas,10
MX28003,Altamira,Tamaulipas,43
MX28004,Antiguo Morelos,Tamaulipas,3
MX28005,Burgos,Tamaulipas,1
MX28006,Bustamante,Tamaulipas,4
MX28007,Camargo,Tamaulipas,11
MX28008,Casas,Tamaulipas,3
MX28009,Ciudad Madero,Tamaulipas,37
MX28010,Cruillas,Tamaulipas,1
MX28011,Gómez Farías,Tamaulipas,4
MX28012,González,Tamaulipas,11
MX28013,Güémez,Tamaulipas,4
MX28014,Guerrero,Tamaulipas,3
MX28015,Gustavo Díaz Ordaz,Tamaulipas,6
MX28016,Hidalgo,Tamaulipas,8
MX28017,Jaumave,Tamaulipas,10
MX28018,Jiménez,Tamaulipas,4
MX28019,Llera,Tamaulipas,10
MX28020,Mainero,Tamaulipas,2
MX28021,El Mante,Tamaulipas,38
MX28022,Matamoros,Tamaulipas,136
MX28023,Méndez,Tamaulipas,2
MX28024,Mier,Tamaulipas,3
MX28025,Miguel Alemán,Tamaulipas,13
MX28026,Miquihuana,Tamaulipas,3
MX28027,Nuevo Laredo,Tamaulipas,70
MX28028,Nuevo Morelos,Tamaulipas,3
MX28029,Ocampo,Tamaulipas,5
MX28030,Padilla,Tamaulipas,5
MX28031,Palmillas,Tamaulipas,1
MX28032,Reynosa,Tamaulipas,163
MX28033,Río Bravo,Tamaulipas,37
MX28034,San Carlos,Tamaulipas,6
MX28035,San Fernando,Tamaulipas,29
MX28036,San Nicolás,Tamaulipas,1
MX28037,Soto la Marina,Tamaulipas,11
MX28038,Tampico,Tamaulipas,81
MX28039,Tula,Tamaulipas,6
MX28040,Valle Hermoso,Tamaulipas,22
MX28041,Victoria,Tamaulipas,82
MX28042,Villagrán,Tamaulipas,5
MX28043,Xicoténcatl,Tamaulipas,7
MX29001,Amaxac de Guerrero,Tlaxcala,4
MX29002,Apetatitlán de Antonio Carvajal,Tlaxcala,9
MX29003,Atlangatepec,Tlaxcala,5
MX29004,Atltzayanca,Tlaxcala,7
MX29005,Apizaco,Tlaxcala,40
MX29006,Calpulalpan,Tlaxcala,12
MX29007,El Carmen Tequexquitla,Tlaxcala,2
MX29008,Cuapiaxtla,Tlaxcala,3
MX29009,Cuaxomulco,Tlaxcala,3
MX29010,Chiautempan,Tlaxcala,16
MX29011,Muñoz de Domingo Arenas,Tlaxcala,2
MX29012,Españita,Tlaxcala,5
MX29013,Huamantla,Tlaxcala,28
MX29014,Hueyotlipan,Tlaxcala,5
MX29015,Ixtacuixtla de Mariano Matamoros,Tlaxcala,10
MX29016,Ixtenco,Tlaxcala,1
MX29017,Mazatecochco de José María Morelos,Tlaxcala,1
MX29018,Contla de Juan Cuamatzi,Tlaxcala,6
MX29019,Tepetitla de Lardizábal,Tlaxcala,4
MX29020,Sanctórum de Lázaro Cárdenas,Tlaxcala,2
MX29021,Nanacamilpa de Mariano Arista,Tlaxcala,5
MX29022,Acuamanala de Miguel Hidalgo,Tlaxcala,1
MX29023,Natívitas,Tlaxcala,9
MX29024,Panotla,Tlaxcala,6
MX29025,San Pablo del Monte,Tlaxcala,12
MX29026,Santa Cruz Tlaxcala,Tlaxcala,5
MX29027,Tenancingo,Tlaxcala,3
MX29028,Teolocholco,Tlaxcala,3
MX29029,Tepeyanco,Tlaxcala,3
MX29030,Terrenate,Tlaxcala,4
MX29031,Tetla de la Solidaridad,Tlaxcala,5
MX29032,Tetlatlahuca,Tlaxcala,5
MX29033,Tlaxcala,Tlaxcala,40
MX29034,Tlaxco,Tlaxcala,20
MX29035,Tocatlán,Tlaxcala,1
MX29036,Totolac,Tlaxcala,5
MX29037,Ziltlaltépec de Trinidad Sánchez Santos,Tlaxcala,2
MX29038,Tzompantepec,Tlaxcala,5
MX29039,Xaloztoc,Tlaxcala,11
MX29040,Xaltocan,Tlaxcala,4
MX29041,Papalotla de Xicohténcatl,Tlaxcala,9
MX29042,Xicohtzinco,Tlaxcala,5
MX29043,Yauhquemehcan,Tlaxcala,6
MX29044,Zacatelco,Tlaxcala,14
MX29045,Benito Juárez,Tlaxcala,1
MX29046,Emiliano Zapata,Tlaxcala,2
MX29047,Lázaro Cárdenas,Tlaxcala,1
MX29048,La Magdalena Tlaltelulco,Tlaxcala,4
MX29049,San Damián Texóloc,Tlaxcala,1
MX29050,San Francisco Tetlanohcan,Tlaxcala,3
MX29051,San Jerónimo Zacualpan,Tlaxcala,1
MX29052,San José Teacalco,Tlaxcala,1
MX29053,San Juan Huactzinco,Tlaxcala,1
MX29054,San Lorenzo Axocomanitla,Tlaxcala,1
MX29055,San Lucas Tecopilco,Tlaxcala,1
MX29056,Santa Ana Nopalucan,Tlaxcala,1
MX29057,Santa Apolonia Teacalco,Tlaxcala,1
MX29058,Santa Catarina Ayometla,Tlaxcala,2
MX29059,Santa Cruz Quilehtla,Tlaxcala,2
MX29060,Santa Isabel Xiloxoxtla,Tlaxcala,2
MX30001,Acajete,Veracruz de Ignacio de la Llave,4
MX30002,Acatlán,Veracruz de Ignacio de la Llave,1
MX30003,Acayucan,Veracruz de Ignacio de la Llave,22
MX30004,Actopan,Veracruz de Ignacio de la Llave,9
MX30005,Acula,Veracruz de Ignacio de la Llave,3
MX30006,Acultzingo,Veracruz de Ignacio de la Llave,4
MX30007,Camarón de Tejeda,Veracruz de Ignacio de la Llave,2
MX30008,Alpatláhuac,Veracruz de Ignacio de la Llave,3
MX30009,Alto Lucero de Gutiérrez Barrios,Veracruz de Ignacio de la Llave,5
MX30010,Altotonga,Veracruz de Ignacio de la Llave,12
MX30011,Alvarado,Veracruz de Ignacio de la Llave,10
MX30012,Amatitlán,Veracruz de Ignacio de la Llave,4
MX30013,Naranjos Amatlán,Veracruz de Ignacio de la Llave,11
MX30014,Amatlán de los Reyes,Veracruz de Ignacio de la Llave,8
MX30015,Angel R. Cabada,Veracruz de Ignacio de la Llave,5
MX30016,La Antigua,Veracruz de Ignacio de la Llave,8
MX30017,Apazapan,Veracruz de Ignacio de la Llave,1
MX30019,Astacinga,Veracruz de Ignacio de la Llave,4
MX30020,Atlahuilco,Veracruz de Ignacio de la Llave,4
MX30021,Atoyac,Veracruz de Ignacio de la Llave,8
MX30022,Atzacan,Veracruz de Ignacio de la Llave,3
MX30023,Atzalan,Veracruz de Ignacio de la Llave,12
MX30024,Tlaltetela,Veracruz de Ignacio de la Llave,4
MX30025,Ayahualulco,Veracruz de Ignacio de la Llave,6
MX30026,Banderilla,Veracruz de Ignacio de la Llave,4
MX30027,Benito Juárez,Veracruz de Ignacio de la Llave,3
MX30028,Boca del Río,Veracruz de Ignacio de la Llave,44
MX30029,Calcahualco,Veracruz de Ignacio de la Llave,3
MX30030,Camerino Z. Mendoza,Veracruz de Ignacio de la Llave,10
MX30031,Carrillo Puerto,Veracruz de Ignacio de la Llave,6
MX30032,Catemaco,Veracruz de Ignacio de la Llave,11
MX30033,Cazones de Herrera,Veracruz de Ignacio de la Llave,5
MX30034,Cerro Azul,Veracruz de Ignacio de la Llave,7
MX30035,Citlaltépetl,Veracruz de Ignacio de la Llave,2
MX30036,Coacoatzintla,Veracruz de Ignacio de la Llave,2
MX30037,Coahuitlán,Veracruz de Ignacio de la Llave,1
MX30038,Coatepec,Veracruz de Ignacio de la Llave,18
MX30039,Coatzacoalcos,Veracruz de Ignacio de la Llave,55
MX30040,Coatzintla,Veracruz de Ignacio de la Llave,7
MX30041,Coetzala,Veracruz de Ignacio de la Llave,2
MX30042,Colipa,Veracruz de Ignacio de la Llave,3
MX30043,Comapa,Veracruz de Ignacio de la Llave,5
MX30044,Córdoba,Veracruz de Ignacio de la Llave,48
MX30045,Cosamaloapan de Carpio,Veracruz de Ignacio de la Llave,17
MX30046,Cosautlán de Carvajal,Veracruz de Ignacio de la Llave,3
MX30047,Coscomatepec,Veracruz de Ignacio de la Llave,8
MX30048,Cosoleacaque,Veracruz de Ignacio de la Llave,20
MX30049,Cotaxtla,Veracruz de Ignacio de la Llave,10
MX30050,Coxquihui,Veracruz de Ignacio de la Llave,2
MX30051,Coyutla,Veracruz de Ignacio de la Llave,4
MX30052,Cuichapa,Veracruz de Ignacio de la Llave,4
MX30053,Cuitláhuac,Veracruz de Ignacio de la Llave,7
MX30054,Chacaltianguis,Veracruz de Ignacio de la Llave,7
MX30055,Chalma,Veracruz de Ignacio de la Llave,2
MX30056,Chiconamel,Veracruz de Ignacio de la Llave,3
MX30057,Chiconquiaco,Veracruz de Ignacio de la Llave,3
MX30058,Chicontepec,Veracruz de Ignacio de la Llave,12
MX30059,Chinameca,Veracruz de Ignacio de la Llave,3
MX30060,Chinampa de Gorostiza,Veracruz de Ignacio de la Llave,3
MX30061,Las Choapas,Veracruz de Ignacio de la Llave,20
MX30062,Chocamán,Veracruz de Ignacio de la Llave,2
MX30063,Chontla,Veracruz de Ignacio de la Llave,4
MX30064,Chumatlán,Veracruz de Ignacio de la Llave,1
MX30065,Emiliano Zapata,Veracruz de Ignacio de la Llave,13
MX30066,Espinal,Veracruz de Ignacio de la Llave,6
MX30067,Filomeno Mata,Veracruz de Ignacio de la Llave,2
MX30068,Fortín,Veracruz de Ignacio de la Llave,10
MX30069,Gutiérrez Zamora,Veracruz de Ignacio de la Llave,8
MX30070,Hidalgotitlán,Veracruz de Ignacio de la Llave,10
MX30071,Huatusco,Veracruz de Ignacio de la Llave,12
MX30072,Huayacocotla,Veracruz de Ignacio de la Llave,12
MX30073,Hueyapan de Ocampo,Veracruz de Ignacio de la Llave,6
MX30074,Huiloapan de Cuauhtémoc,Veracruz de Ignacio de la Llave,2
MX30075,Ignacio de la Llave,Veracruz de Ignacio de la Llave,3
MX30076,Ilamatlán,Veracruz de Ignacio de la Llave,2
MX30077,Isla,Veracruz de Ignacio de la Llave,10
MX30078,Ixcatepec,Veracruz de Ignacio de la Llave,3
MX30079,Ixhuacán de los Reyes,Veracruz de Ignacio de la Llave,3
MX30080,Ixhuatlán del Café,Veracruz de Ignacio de la Llave,2
MX30081,Ixhuatlancillo,Veracruz de Ignacio de la Llave,4
MX30082,Ixhuatlán del Sureste,Veracruz de Ignacio de la Llave,4
MX30083,Ixhuatlán de Madero,Veracruz de Ignacio de la Llave,15
MX30084,Ixmatlahuacan,Veracruz de Ignacio de la Llave,2
MX30085,Ixtaczoquitlán,Veracruz de Ignacio de la Llave,12
MX30086,Jalacingo,Veracruz de Ignacio de la Llave,9
MX30087,Xalapa,Veracruz de Ignacio de la Llave,96
MX30088,Jalcomulco,Veracruz de Ignacio de la Llave,1
MX30089,Jáltipan,Veracruz de Ignacio de la Llave,8
MX30090,Jamapa,Veracruz de Ignacio de la Llave,4
MX30091,Jesús Carranza,Veracruz de Ignacio de la Llave,7
MX30092,Xico,Veracruz de Ignacio de la Llave,4
MX30093,Jilotepec,Veracruz de Ignacio de la Llave,2
MX30094,Juan Rodríguez Clara,Veracruz de Ignacio de la Llave,6
MX30095,Juchique de Ferrer,Veracruz de Ignacio de la Llave,4
MX30096,Landero y Coss,Veracruz de Ignacio de la Llave,1
MX30097,Lerdo de Tejada,Veracruz de Ignacio de la Llave,5
MX30099,Maltrata,Veracruz de Ignacio de la Llave,3
MX30100,Manlio Fabio Altamirano,Veracruz de Ignacio de la Llave,4
MX30101,Mariano Escobedo,Veracruz de Ignacio de la Llave,6
MX30102,Martínez de la Torre,Veracruz de Ignacio de la Llave,28
MX30103,Mecatlán,Veracruz de Ignacio de la Llave,1
MX30104,Mecayapan,Veracruz de Ignacio de la Llave,6
MX30105,Medellín,Veracruz de Ignacio de la Llave,14
MX30106,Miahuatlán,Veracruz de Ignacio de la Llave,1
MX30107,Las Minas,Veracruz de Ignacio de la Llave,2
MX30108,Minatitlán,Veracruz de Ignacio de la Llave,36
MX30109,Misantla,Veracruz de Ignacio de la Llave,12
MX30110,Mixtla de Altamirano,Veracruz de Ignacio de la Llave,1
MX30111,Moloacán,Veracruz de Ignacio de la Llave,6
MX30112,Naolinco,Veracruz de Ignacio de la Llave,4
MX30113,Naranjal,Veracruz de Ignacio de la Llave,1
MX30114,Nautla,Veracruz de Ignacio de la Llave,6
MX30115,Nogales,Veracruz de Ignacio de la Llave,7
MX30116,Oluta,Veracruz de Ignacio de la Llave,4
MX30117,Omealca,Veracruz de Ignacio de la Llave,4
MX30118,Orizaba,Veracruz de Ignacio de la Llave,38
MX30119,Otatitlán,Veracruz de Ignacio de la Llave,3
MX30120,Oteapan,Veracruz de Ignacio de la Llave,3
MX30121,Ozuluama de Mascareñas,Veracruz de Ignacio de la Llave,6
MX30122,Pajapan,Veracruz de Ignacio de la Llave,3
MX30123,Pánuco,Veracruz de Ignacio de la Llave,28
MX30124,Papantla,Veracruz de Ignacio de la Llave,21
MX30125,Paso del Macho,Veracruz de Ignacio de la Llave,8
MX30126,Paso de Ovejas,Veracruz de Ignacio de la Llave,6
MX30127,La Perla,Veracruz de Ignacio de la Llave,2
MX30128,Perote,Veracruz de Ignacio de la Llave,16
MX30129,Platón Sánchez,Veracruz de Ignacio de la Llave,8
MX30130,Playa Vicente,Veracruz de Ignacio de la Llave,13
MX30131,Poza Rica de Hidalgo,Veracruz de Ignacio de la Llave,46
MX30132,Las Vigas de Ramírez,Veracruz de Ignacio de la Llave,2
MX30133,Pueblo Viejo,Veracruz de Ignacio de la Llave,9
MX30134,Puente Nacional,Veracruz de Ignacio de la Llave,4
MX30135,Rafael Delgado,Veracruz de Ignacio de la Llave,2
MX30136,Rafael Lucio,Veracruz de Ignacio de la Llave,2
MX30138,Río Blanco,Veracruz de Ignacio de la Llave,6
MX30139,Saltabarranca,Veracruz de Ignacio de la Llave,3
MX30140,San Andrés Tenejapan,Veracruz de Ignacio de la Llave,1
MX30141,San Andrés Tuxtla,Veracruz de Ignacio de la Llave,31
MX30142,San Juan Evangelista,Veracruz de Ignacio de la Llave,6
MX30143,Santiago Tuxtla,Veracruz de Ignacio de la Llave,16
MX30144,Sayula de Alemán,Veracruz de Ignacio de la Llave,6
MX30145,Soconusco,Veracruz de Ignacio de la Llave,2
MX30146,Sochiapa,Veracruz de Ignacio de la Llave,1
MX30147,Soledad Atzompa,Veracruz de Ignacio de la Llave,3
MX30148,Soledad de Doblado,Veracruz de Ignacio de la Llave,8
MX30149,Soteapan,Veracruz de Ignacio de la Llave,9
MX30150,Tamalín,Veracruz de Ignacio de la Llave,3
MX30151,Tamiahua,Veracruz de Ignacio de la Llave,9
MX30152,Tampico Alto,Veracruz de Ignacio de la Llave,9
MX30153,Tancoco,Veracruz de Ignacio de la Llave,2
MX30154,Tantima,Veracruz de Ignacio de la Llave,5
MX30155,Tantoyuca,Veracruz de Ignacio de la Llave,14
MX30156,Tatatila,Veracruz de Ignacio de la Llave,2
MX30157,Castillo de Teayo,Veracruz de Ignacio de la Llave,6
MX30158,Tecolutla,Veracruz de Ignacio de la Llave,6
MX30159,Tehuipango,Veracruz de Ignacio de la Llave,5
MX30160,Álamo Temapache,Veracruz de Ignacio de la Llave,26
MX30161,Tempoal,Veracruz de Ignacio de la Llave,8
MX30162,Tenampa,Veracruz de Ignacio de la Llave,1
MX30163,Tenochtitlán,Veracruz de Ignacio de la Llave,1
MX30164,Teocelo,Veracruz de Ignacio de la Llave,3
MX30165,Tepatlaxco,Veracruz de Ignacio de la Llave,3
MX30166,Tepetlán,Veracruz de Ignacio de la Llave,2
MX30167,Tepetzintla,Veracruz de Ignacio de la Llave,6
MX30168,Tequila,Veracruz de Ignacio de la Llave,5
MX30169,José Azueta,Veracruz de Ignacio de la Llave,7
MX30171,Texhuacán,Veracruz de Ignacio de la Llave,1
MX30172,Texistepec,Veracruz de Ignacio de la Llave,4
MX30173,Tezonapa,Veracruz de Ignacio de la Llave,12
MX30174,Tierra Blanca,Veracruz de Ignacio de la Llave,26
MX30175,Tihuatlán,Veracruz de Ignacio de la Llave,16
MX30176,Tlacojalpan,Veracruz de Ignacio de la Llave,3
MX30177,Tlacolulan,Veracruz de Ignacio de la Llave,5
MX30178,Tlacotalpan,Veracruz de Ignacio de la Llave,3
MX30179,Tlacotepec de Mejía,Veracruz de Ignacio de la Llave,1
MX30180,Tlachichilco,Veracruz de Ignacio de la Llave,3
MX30181,Tlalixcoyan,Veracruz de Ignacio de la Llave,13
MX30182,Tlalnelhuayocan,Veracruz de Ignacio de la Llave,2
MX30183,Tlapacoyan,Veracruz de Ignacio de la Llave,10
MX30184,Tlaquilpa,Veracruz de Ignacio de la Llave,3
MX30185,Tlilapan,Veracruz de Ignacio de la Llave,1
MX30186,Tomatlán,Veracruz de Ignacio de la Llave,1
MX30187,Tonayán,Veracruz de Ignacio de la Llave,1
MX30188,Totutla,Veracruz de Ignacio de la Llave,3
MX30189,Tuxpan,Veracruz de Ignacio de la Llave,34
MX30190,Tuxtilla,Veracruz de Ignacio de la Llave,2
MX30191,Ursulo Galván,Veracruz de Ignacio de la Llave,7
MX30192,Vega de Alatorre,Veracruz de Ignacio de la Llave,6
MX30193,Veracruz,Veracruz de Ignacio de la Llave,129
MX30194,Villa Aldama,Veracruz de Ignacio de la Llave,2
MX30195,Xoxocotla,Veracruz de Ignacio de la Llave,2
MX30196,Yanga,Veracruz de Ignacio de la Llave,3
MX30197,Yecuatla,Veracruz de Ignacio de la Llave,4
MX30198,Zacualpan,Veracruz de Ignacio de la Llave,2
MX30199,Zaragoza,Veracruz de Ignacio de la Llave,3
MX30200,Zentla,Veracruz de Ignacio de la Llave,2
MX30201,Zongolica,Veracruz de Ignacio de la Llave,10
MX30202,Zontecomatlán de López y Fuentes,Veracruz de Ignacio de la Llave,3
MX30203,Zozocolco de Hidalgo,Veracruz de Ignacio de la Llave,3
MX30204,Agua Dulce,Veracruz de Ignacio de la Llave,9
MX30205,El Higo,Veracruz de Ignacio de la Llave,6
MX30206,Nanchital de Lázaro Cárdenas del Río,Veracruz de Ignacio de la Llave,5
MX30207,Tres Valles,Veracruz de Ignacio de la Llave,12
MX30208,Carlos A. Carrillo,Veracruz de Ignacio de la Llave,2
MX30209,Tatahuicapan de Juárez,Veracruz de Ignacio de la Llave,3
MX30210,Uxpanapa,Veracruz de Ignacio de la Llave,10
MX30211,San Rafael,Veracruz de Ignacio de la Llave,7
MX30212,Santiago Sochiapan,Veracruz de Ignacio de la Llave,3
MX31002,Acanceh,Yucatán,2
MX31004,Baca,Yucatán,1
MX31005,Bokobá,Yucatán,1
MX31006,Buctzotz,Yucatán,3
MX31007,Cacalchén,Yucatán,1
MX31010,Cantamayec,Yucatán,1
MX31011,Celestún,Yucatán,1
MX31012,Cenotillo,Yucatán,1
MX31013,Conkal,Yucatán,2
MX31014,Cuncunul,Yucatán,1
MX31016,Chacsinkín,Yucatán,1
MX31017,Chankom,Yucatán,3
MX31018,Chapab,Yucatán,2
MX31019,Chemax,Yucatán,9
MX31020,Chicxulub Pueblo,Yucatán,1
MX31021,Chichimilá,Yucatán,2
MX31022,Chikindzonot,Yucatán,2
MX31024,Chumayel,Yucatán,1
MX31025,Dzán,Yucatán,2
MX31027,Dzidzantún,Yucatán,2
MX31029,Dzilam González,Yucatán,1
MX31030,Dzitás,Yucatán,3
MX31031,Dzoncauich,Yucatán,1
MX31032,Espita,Yucatán,6
MX31033,Halachó,Yucatán,4
MX31034,Hocabá,Yucatán,2
MX31035,Hoctún,Yucatán,1
MX31036,Homún,Yucatán,1
MX31038,Hunucmá,Yucatán,6
MX31040,Izamal,Yucatán,6
MX31041,Kanasín,Yucatán,11
MX31042,Kantunil,Yucatán,3
MX31044,Kinchil,Yucatán,1
MX31047,Maní,Yucatán,1
MX31048,Maxcanú,Yucatán,4
MX31050,Mérida,Yucatán,264
MX31051,Mocochá,Yucatán,1
MX31052,Motul,Yucatán,7
MX31053,Muna,Yucatán,2
MX31054,Muxupip,Yucatán,1
MX31055,Opichén,Yucatán,1
MX31056,Oxkutzcab,Yucatán,6
MX31057,Panabá,Yucatán,3
MX31058,Peto,Yucatán,6
MX31059,Progreso,Yucatán,13
MX31061,Río Lagartos,Yucatán,2
MX31063,Samahil,Yucatán,3
MX31064,Sanahcat,Yucatán,1
MX31065,San Felipe,Yucatán,1
MX31066,Santa Elena,Yucatán,2
MX31068,Sinanché,Yucatán,1
MX31069,Sotuta,Yucatán,4
MX31070,Sucilá,Yucatán,2
MX31071,Sudzal,Yucatán,1
MX31073,Tahdziú,Yucatán,1
MX31075,Teabo,Yucatán,1
MX31076,Tecoh,Yucatán,4
MX31079,Tekax,Yucatán,13
MX31080,Tekit,Yucatán,1
MX31081,Tekom,Yucatán,1
MX31083,Telchac Puerto,Yucatán,1
MX31085,Temozón,Yucatán,4
MX31088,Teya,Yucatán,1
MX31089,Ticul,Yucatán,10
MX31090,Timucuy,Yucatán,1
MX31091,Tinum,Yucatán,4
MX31092,Tixcacalcupul,Yucatán,2
MX31093,Tixkokob,Yucatán,3
MX31096,Tizimín,Yucatán,24
MX31097,Tunkás,Yucatán,1
MX31098,Tzucacab,Yucatán,4
MX31099,Uayma,Yucatán,3
MX31100,Ucú,Yucatán,1
MX31101,Umán,Yucatán,8
MX31102,Valladolid,Yucatán,36
MX31104,Yaxcabá,Yucatán,5
MX31105,Yaxkukul,Yucatán,1
MX31106,Yobaín,Yucatán,2
MX32001,Apozol,Zacatecas,2
MX32002,Apulco,Zacatecas,2
MX32003,Atolinga,Zacatecas,1
MX32004,Benito Juárez,Zacatecas,2
MX32005,Calera,Zacatecas,6
MX32006,Cañitas de Felipe Pescador,Zacatecas,4
MX32007,Concepción del Oro,Zacatecas,4
MX32008,Cuauhtémoc,Zacatecas,2
MX32009,Chalchihuites,Zacatecas,6
MX32010,Fresnillo,Zacatecas,49
MX32011,Trinidad García de la Cadena,Zacatecas,1
MX32012,Genaro Codina,Zacatecas,2
MX32014,General Francisco R. Murguía,Zacatecas,10
MX32015,El Plateado de Joaquín Amaro,Zacatecas,1
MX32016,General Pánfilo Natera,Zacatecas,7
MX32017,Guadalupe,Zacatecas,58
MX32018,Huanusco,Zacatecas,3
MX32019,Jalpa,Zacatecas,10
MX32020,Jerez,Zacatecas,19
MX32021,Jiménez del Teul,Zacatecas,3
MX32022,Juan Aldama,Zacatecas,7
MX32023,Juchipila,Zacatecas,5
MX32024,Loreto,Zacatecas,13
MX32025,Luis Moya,Zacatecas,5
MX32026,Mazapil,Zacatecas,10
MX32027,Melchor Ocampo,Zacatecas,3
MX32028,Mezquital del Oro,Zacatecas,1
MX32029,Miguel Auza,Zacatecas,4
MX32030,Momax,Zacatecas,2
MX32031,Monte Escobedo,Zacatecas,3
MX32032,Morelos,Zacatecas,5
MX32033,Moyahua de Estrada,Zacatecas,1
MX32034,Nochistlán de Mejía,Zacatecas,9
MX32035,Noria de Ángeles,Zacatecas,6
MX32036,Ojocaliente,Zacatecas,10
MX32037,Pánuco,Zacatecas,3
MX32038,Pinos,Zacatecas,19
MX32039,Río Grande,Zacatecas,18
MX32040,Sain Alto,Zacatecas,10
MX32041,El Salvador,Zacatecas,2
MX32042,Sombrerete,Zacatecas,17
MX32044,Tabasco,Zacatecas,7
MX32045,Tepechitlán,Zacatecas,3
MX32046,Tepetongo,Zacatecas,3
MX32047,Teúl de González Ortega,Zacatecas,5
MX32048,Tlaltenango de Sánchez Román,Zacatecas,10
MX32049,Valparaíso,Zacatecas,16
MX32050,Vetagrande,Zacatecas,5
MX32051,Villa de Cos,Zacatecas,7
MX32052,Villa García,Zacatecas,5
MX32053,Villa González Ortega,Zacatecas,5
MX32054,Villa Hidalgo,Zacatecas,6
MX32055,Villanueva,Zacatecas,7
MX32056,Zacatecas,Zacatecas,33
MX32057,Trancoso,Zacatecas,3
nan,nan,nan,21
